ICAO;IATA;AirportName;City;Country;Latitude;Longitude;Altitude
LFST;SXB;ENTZHEIM;STRASSBOURG;FRANCE;48.53805556;7.628055556;153.924
LFSU;N/A;;ROLAMPONT;FRANCE;0;0;0
LFSV;N/A;;PONT-SAINT-VINCENT;FRANCE;0;0;0
LFSW;N/A;;EPERNAY;FRANCE;0;0;0
LFSX;N/A;SAINT SAUVEUR;LUXEUIL;FRANCE;47.78305556;6.363888889;278.2824
LFSY;N/A;;CHAUMONT-LA-VENDUE;FRANCE;0;0;0
LFSZ;N/A;;VITTEL;FRANCE;0;0;0
LFT;N/A;;LA GRANDE COMBE;FRANCE;0;0;0
LFTB;N/A;;MARIGNANE-BERRE;FRANCE;0;0;0
LFTF;N/A;PIERREFEU;CUERS;FRANCE;43.24777778;6.126666667;81.0768
LFTG;N/A;;CANNES;FRANCE;0;0;0
LFTH;TLN;HYERES;HYERES;FRANCE;43.09722222;6.145833333;2.1336
LFTP;N/A;;PUIMOISON;FRANCE;0;0;0
LFTQ;N/A;;CHATEAUBRIAND;FRANCE;0;0;0
LFTR;TLN;;TOULON;FRANCE;0;0;0
LFTS;N/A;;TOULON;FRANCE;0;0;0
LFTT;N/A;;ST. TROPEZ;FRANCE;0;0;0
LFTU;N/A;;FREJUS;FRANCE;0;0;0
LFTW;FNI;GARONS;NIMES;FRANCE;43.75722222;4.416111111;94.1832
LFVI;N/A;;VIITASAARI;FINLAND;0;0;0
LFVM;N/A;MIQUELON;MIQUELON;FRANCE;47.09527778;-56.38027778;3.048
LFVP;FSP;ST PIERRE;ST.-PIERRE;ST. PIERRE & MIQUELON;46.7625;-56.17527778;8.2296
LFXA;N/A;AMBERIEU;AMBERIEU;FRANCE;45.98722222;5.328333333;250.8504
LFXB;N/A;;SAINTES;FRANCE;0;0;0
LFXE;N/A;;CAMP DE MOURMELON;FRANCE;0;0;0
LFXF;N/A;;LIMOGES;FRANCE;0;0;0
LFXG;N/A;;CAMP DE BITCHE;FRANCE;0;0;0
LFXH;N/A;;CAMP DU VALDAHON;FRANCE;0;0;0
LFXI;N/A;SAINT CHRISTOL;APT;FRANCE;44.05666667;5.495277778;833.9328
LFXL;N/A;;MAILLY-LE CHAMP;FRANCE;0;0;0
LFXM;N/A;;MOURMELON;FRANCE;0;0;0
LFXO;N/A;;CAMP DE COETQUIDAN;FRANCE;0;0;0
LFXP;N/A;;CAMP DE SISSONNE;FRANCE;0;0;0
LFXR;N/A;;ROCHEFORT;FRANCE;0;0;0
LFXS;N/A;;CAMP DE LA COURTINE;FRANCE;0;0;0
LFXT;N/A;;CAMP DE CAYLUS;FRANCE;0;0;0
LFXU;N/A;;LES MUREAUX;FRANCE;0;0;0
LFXV;N/A;;LYON;FRANCE;0;0;0
LFXW;N/A;;CAMP DU LARZAC;FRANCE;0;0;0
LFXX;N/A;;CAMP DE SUIPPES;FRANCE;0;0;0
LFYD;N/A;DAMBLAIN;DAMBLAIN;FRANCE;48.08472222;5.665;390.144
LFYE;N/A;;METZ;FRANCE;0;0;0
LFYG;N/A;NIERGNIES;CAMBRAI;FRANCE;50.14138889;3.263055556;95.0976
LFYH;N/A;BROYE LES PESMES;BROYE-LES-PESMES;FRANCE;47.335;5.513611111;207.8736
LFYI;N/A;;NANCY;FRANCE;0;0;0
LFYJ;N/A;;CAPTIEUX;FRANCE;0;0;0
LFYK;N/A;;MONTMEDY-MARVILLE;FRANCE;0;0;0
LFYL;N/A;MALBOUHANS;LURE;FRANCE;47.70444444;6.545833333;316.992
LFYM;N/A;;MARIGNY-LE-GRAND;FRANCE;0;0;0
LFYN;N/A;;NANCY;FRANCE;0;0;0
LFYP;N/A;;NANCY;FRANCE;0;0;0
LFYQ;N/A;;BORDEAUX-SOUGE;FRANCE;0;0;0
LFYS;N/A;;SAINTE-LEOCADIE;FRANCE;0;0;0
LFYT;N/A;CLASTRES;ST.-SIMON;FRANCE;49.75833333;3.211944444;89.916
LFYU;N/A;;CHENEVIERES;FRANCE;0;0;0
LGAD;PYR;ANDRAVIDA;ANDRAVIDA;GREECE;37.92055556;21.2925;16.764
LGAG;AGQ;AGRINION;AGRINION;GREECE;38.60194444;21.35111111;29.8704
LGAL;AXD;DIMOKRITOS;ALEXANDROUPOLIS;GREECE;40.85583333;25.95611111;7.3152
LGAM;N/A;;AMPHIALI;GREECE;0;0;0
LGAT;HEW;ATHINAI;ATHENS;GREECE;37.88777778;23.73166667;20.7264
LGAX;N/A;ALEXANDRIA;ALEXANDRIA;GREECE;40.65111111;22.48861111;8.2296
LGBL;VOL;NEA ANCHIALOS;NEA ANGHIALOS;GREECE;39.21944444;22.79416667;24.9936
LGEL;N/A;ELEFSIS;ELEFSIS;GREECE;38.06361111;23.55583333;43.5864
LGEP;N/A;;EPITALIO;GREECE;0;0;0
LGHI;JKH;CHIOS;CHIOS;GREECE;38.34305556;26.14055556;5.4864
LGHL;N/A;;PORTO HELI;GREECE;0;0;0
LGIO;IOA;IOANNINA;IOANNINA;GREECE;39.69638889;20.8225;476.4024
LGIR;HER;NIKOS KAZANTZAKIS;HERAKLION;GREECE;35.33944444;25.18027778;35.052
LGKA;KSO;ARISTOTELIS;KASTORIA;GREECE;40.44944444;21.27611111;665.3784
LGKC;KIT;KITHIRA;KITHIRA;GREECE;36.27416667;23.01694444;317.9064
LGKF;EFL;KEFALLINIA;KEFFALLINIA;GREECE;38.11972222;20.50055556;18.288
LGKJ;KZS;;KASTELORIZO;GREECE;0;0;0
LGKL;KLX;KALAMATA;KALAMATA;GREECE;37.06833333;22.02555556;8.2296
LGKM;N/A;AMIGDHALEON;KAVALA;GREECE;40.97222222;24.34166667;61.8744
LGKN;N/A;;MARATHON;GREECE;0;0;0
LGKO;KGS;KOS;KOS;GREECE;36.79333333;27.09166667;124.6632
LGKP;AOK;KARPATHOS;KARPATHOS;GREECE;35.42138889;27.14583333;20.1168
LGKR;CFU;IOANNIS KAPODISTRIAS INTERNATIONAL;KERKYRA/CORFU;GREECE;39.60194444;19.91166667;1.8288
LGKS;KSJ;KASOS;KASOS;GREECE;35.42111111;26.91;10.0584
LGKV;KVA;MEGAS ALEXANDROS INTERNATIONAL;KAVALA;GREECE;40.91305556;24.61916667;5.4864
LGKZ;KZI;FILIPPOS;KOZANI;GREECE;40.28611111;21.84083333;633.984
LGLE;LRS;LEROS;LEROS;GREECE;37.18472222;26.80027778;10.9728
LGLM;LXS;LIMNOS;LIMNOS;GREECE;39.91694444;25.23611111;4.572
LGLR;LRA;LARISA;LARISSA;GREECE;39.65;22.46527778;73.4568
LGMG;N/A;MEGARA;MEGARA;GREECE;37.98111111;23.36527778;6.4008
LGMK;JMK;MIKONOS;MYKONOS;GREECE;37.435;25.34805556;123.444
LGML;MLO;;MILOS;GREECE;0;0;0
LGMR;N/A;MARATHON;MARATHON;GREECE;38.145;24.01416667;4.572
LGMT;MJT;MITILINI;MYTILINI;GREECE;39.05666667;26.59833333;17.3736
LGPA;PAS;;PAROS;GREECE;0;0;0
LGPZ;PVK;AKTIO;PREVEZA;GREECE;38.92527778;20.76527778;3.9624
LGRD;N/A;MARITSA;RHODOS;GREECE;36.38305556;28.10888889;62.1792
LGRP;RHO;DIAGORAS;RHODOS;GREECE;36.40527778;28.08611111;5.1816
LGRX;GPA;ARAXOS;PATRAS;GREECE;38.15111111;21.42555556;14.0208
LGSA;CHQ;SOUDA;CHANIA;GREECE;35.53166667;24.14944444;149.9616
LGSD;N/A;;SEDES;GREECE;0;0;0
LGSK;JSI;SKIATHOS;SKIATHOS;GREECE;39.17694444;23.50361111;15.5448
LGSM;SMI;SAMOS;SAMOS;GREECE;37.69;26.91166667;6.096
LGSO;N/A;SYROS;SYROS;GREECE;37.42277778;24.95083333;71.9328
LGSP;N/A;SPARTI;SPARTI;GREECE;36.97333333;22.52611111;152.4
LGSR;JTR;SANTORINI;SANTORINI;GREECE;36.40027778;25.47861111;39.624
LGST;JSH;SITIA;SITIA;GREECE;35.21361111;26.0975;12.192
LGSV;N/A;STEFANOVIKION;STEFANOVIKION;GREECE;39.48;22.76722222;44.5008
LGSY;SKU;SKYROS;SKIROS;GREECE;38.9675;24.48722222;14.6304
LGTG;N/A;TANAGRA;TANAGRA;GREECE;38.33972222;23.56472222;147.828
LGTL;N/A;KASTELI;KASTELI;GREECE;35.18694444;25.32666667;359.664
LGTP;N/A;TRIPOLIS;TRIPOLIS;GREECE;37.53083333;22.405;644.0424
LGTS;SKG;MAKEDONIA;THESSALONIKI;GREECE;40.51972222;22.97083333;6.7056
LGTT;N/A;TATOI;DEKELIA;GREECE;38.10888889;23.78361111;239.268
LGVO;VOL;;VOLOS;GREECE;0;0;0
LGZA;ZTH;ZAKINTHOS DIONYSIOS SOLOMOS;ZAKYNTHOS;GREECE;37.75;20.88194444;4.2672
LHBC;N/A;;BEKESCSABA;HUNGARY;0;0;0
LHBM;N/A;;BUDAPEST;HUNGARY;0;0;0
LHBP;BUD;FERIHEGY;BUDAPEST;HUNGARY;47.43666667;19.25555556;150.876
LHBS;N/A;;BUDAORS;HUNGARY;0;0;0
LHCC;N/A;;BUDAPEST ACC;HUNGARY;0;0;0
LHDC;DEB;DEBRECEN;DEBRECEN;HUNGARY;47.48888889;21.61527778;110.0328
LHDK;N/A;;DUNAKESZI;HUNGARY;0;0;0
LHDV;N/A;;DUNAUJVAROS;HUNGARY;0;0;0
LHEM;N/A;;ESZTERGOM;HUNGARY;0;0;0
LHFH;N/A;;FARKASHEGY;HUNGARY;0;0;0
LHGD;N/A;GODOLLO;GODOLLO;HUNGARY;47.57083333;19.33861111;182.88
LHGY;N/A;;GYONGYOS;HUNGARY;0;0;0
LHHH;N/A;;HARMASHATARHEGY;HUNGARY;0;0;0
LHKC;N/A;;KECEL;HUNGARY;0;0;0
LHKE;N/A;KECSKEMET;KECSKEMET;HUNGARY;46.9175;19.74916667;114.6048
LHKH;N/A;;KISUNFELEGYHAZA;HUNGARY;0;0;0
LHKV;N/A;KAPOSVAR;KAPOSVAR;HUNGARY;46.38916667;17.73138889;156.0576
LHMC;N/A;;MISKOLIC;HUNGARY;0;0;0
LHNY;N/A;NYIREGYHAZA;NYIRREGYHAZA;HUNGARY;47.98388889;21.69222222;103.0224
LHOY;N/A;OCSENY;OCSENY;HUNGARY;46.30388889;18.76916667;89.916
LHPA;N/A;PAPA;PAPA;HUNGARY;47.36388889;17.50083333;147.828
LHPP;N/A;;PECS-POGANY;HUNGARY;0;0;0
LHPR;N/A;;PER;HUNGARY;0;0;0
LHSA;N/A;SZENTKIRALYSZABADJA;AZENTKILYSZABADJA;HUNGARY;47.07777778;17.96833333;280.1112
LHSK;N/A;KILITI;SIOFOK;HUNGARY;46.85805556;18.09555556;127.4064
LHSM;N/A;BALATON;SARMELLEK;HUNGARY;46.68638889;17.15888889;124.3584
LHSN;N/A;SZOLNOK;SZOLNOK;HUNGARY;47.12277778;20.23527778;98.1456
LHSS;N/A;;SZOLNOK;HUNGARY;0;0;0
LHSY;N/A;;SZOMBATHELY;HUNGARY;0;0;0
LHSZ;N/A;;SZENTES;HUNGARY;0;0;0
LHTA;N/A;TASZAR;TASZAR;HUNGARY;46.39305556;17.91722222;160.3248
LHTL;N/A;TOKOL;TOKOL;HUNGARY;47.34527778;18.98083333;101.4984
LHUD;N/A;;SZEGED;HUNGARY;0;0;0
LHAA;N/A;;BUDAPEST CAA;HUNGARY;0;0;0
LIBA;N/A;AMENDOLA;AMENDOLA;ITALY;41.53861111;15.71333333;56.388
LIBB;BDS;;BRINDISI;ITALY;0;0;0
LIBC;CRV;CROTONE;CROTONE;ITALY;38.99722222;17.08;158.8008
LIBD;BRI;PALESE MACCHIE;BARI;ITALY;41.13833333;16.76055556;53.9496
LIBE;N/A;;MONTE SAN ANGELO;ITALY;0;0;0
LIBF;FOG;GINO LISA;FOGGIA;ITALY;41.43277778;15.535;81.0768
LIBG;TAR;GROTTAGLIE;GROTTAGLIE;ITALY;40.51611111;17.40222222;65.8368
LIBH;N/A;;MARINA DI GINOSA;ITALY;0;0;0
LIBI;N/A;;VIESTE;ITALY;0;0;0
LIBJ;N/A;;VIBO VALENTIA;ITALY;0;0;0
LIBK;N/A;;CARAFFA DI CATANZARO;ITALY;0;0;0
LIBL;N/A;;PALASCIA;ITALY;0;0;0
LIBM;N/A;;GROTTAMMARE;ITALY;0;0;0
LIBN;LCC;LECCE;LECCE;ITALY;40.23861111;18.13305556;48.1584
LIBO;N/A;;ORTANOVA;ITALY;0;0;0
LIBP;PSR;PESCARA;PESCARA;ITALY;42.43138889;14.18083333;14.6304
LIBQ;N/A;;MONTE SCURO;ITALY;0;0;0
LIBR;BDS;CASALE;BRINDISI;ITALY;40.6575;17.94694444;14.6304
LIBS;N/A;;CAMPOBASSO;ITALY;0;0;0
LIBT;N/A;;TERMOLI;ITALY;0;0;0
LIBU;N/A;;LATRONICO;ITALY;0;0;0
LIBV;N/A;GIOIA DEL COLLE;GIOIA DEL COLLE;ITALY;40.76777778;16.93333333;361.7976
LIBW;N/A;;BONIFATI;ITALY;0;0;0
LIBX;N/A;;MARTINA FRANCA;ITALY;0;0;0
LIBY;N/A;;SANTA MARIA DI LEUCA;ITALY;0;0;0
LIBZ;N/A;;POTENZA;ITALY;0;0;0
LICA;SUF;LAMEZIA TERME;LAMEZIA;ITALY;38.90638889;16.24222222;12.192
LICB;N/A;;COMISO;ITALY;0;0;0
LICC;CTA;CATANIA FONTANAROSSA;CATANIA;ITALY;37.46666667;15.06611111;12.192
LICD;LMP;LAMPEDUSA;LAMPEDUSA;ITALY;35.49777778;12.61805556;21.9456
LICE;N/A;;ENNA;ITALY;0;0;0
LICF;N/A;;MESSINA;ITALY;0;0;0
LICG;PNL;PANTELLERIA;PANTELLERIA;ITALY;36.81638889;11.96861111;193.8528
LICH;N/A;;CAPO SPARTIVENTO;ITALY;0;0;0
LICI;N/A;;FINALE;ITALY;0;0;0
LICJ;PMO;PALERMO;PALERMO;ITALY;38.17583333;13.09083333;19.5072
LICL;N/A;;GELA;ITALY;0;0;0
LICM;N/A;;CALOPEZZATI;ITALY;0;0;0
LICO;N/A;;COZZO SPADARO;ITALY;0;0;0
LICP;PMO;BOCCADIFALCO;PALERMO;ITALY;38.11083333;13.31333333;105.156
LICR;REG;REGGIO CALABRIA;REGGIO CALABRIA;ITALY;38.07111111;15.65138889;28.956
LICS;N/A;;SCIACCA;ITALY;0;0;0
LICT;TPS;TRAPANI BIRGI;TRAPANI;ITALY;37.9125;12.48805556;7.62
LICU;N/A;;USTICA;ITALY;0;0;0
LICX;N/A;;PRIZZI;ITALY;0;0;0
LICZ;NSY;SIGONELLA;SIGONELLA;ITALY;37.40138889;14.92222222;24.6888
LIEA;AHO;ALGHERO;ALGHERO;ITALY;40.63194444;8.290555556;26.5176
LIEB;N/A;;CAPO BELLAVISTA;ITALY;0;0;0
LIEC;N/A;;CAPO CARBONARA;ITALY;0;0;0
LIED;DCI;DECIMOMANNU;DECIMOMANNU;ITALY;39.35416667;8.972222222;30.48
LIEE;CAG;ELMAS;CAGLIARI;ITALY;39.25138889;9.054166667;3.9624
LIEF;N/A;;CAPO FRASCA;ITALY;0;0;0
LIEG;N/A;;GUARDIAVECCIA;ITALY;0;0;0
LIEH;N/A;;CAPO CACCIA;ITALY;0;0;0
LIEL;N/A;;CAPO SAN LORENZO;ITALY;0;0;0
LIEM;N/A;;MACOMER;ITALY;0;0;0
LIEN;N/A;;FONNI;ITALY;0;0;0
LIEO;OLB;OLBIA COSTA SMERALDA;OLBIA;ITALY;40.89861111;9.5175;11.2776
LIEP;N/A;;PERDRASDEFOGU;ITALY;0;0;0
LIET;TTB;TORTOLI;TORTOLI;ITALY;39.91861111;9.682777778;6.7056
LIIA;N/A;;ITALY NOF;ITALY;0;0;0
LIIB;N/A;ITALIAN MET OFFICE;ROME;ITALY;40.41666667;12.33333333;0
LIII;N/A;;ROME;ITALY;0;0;0
LIIM;N/A;;ROME;ITALY;0;0;0
LIJJ;N/A;;ROME CAA;ITALY;0;0;0
LIMA;N/A;AERITALIA;TURIN;ITALY;45.08611111;7.603055556;288.3408
LIMB;N/A;BRESSO;MILANO;ITALY;45.53972222;9.202222222;147.5232
LIMC;MXP;MALPENSA;MILANO;ITALY;45.63138889;8.727777778;233.7816
LIMD;N/A;;GRIGNA SETTENTRIONALE;ITALY;0;0;0
LIME;BGY;BERGAMO ORIO AL SERIO;BERGAMO;ITALY;45.67388889;9.704166667;237.4392
LIMF;TRN;TORINO;TORINO;ITALY;45.20055556;7.649444444;301.4472
LIMG;ALL;ALBENGA;ALBENGA;ITALY;44.05055556;8.127222222;45.4152
LIMH;N/A;;PIAN ROSA;ITALY;0;0;0
LIMI;N/A;;COLLE DEL GIGANTE;ITALY;0;0;0
LIMJ;GOA;GENOVA SESTRI;GENOA;ITALY;44.41194444;8.841666667;3.9624
LIMK;N/A;;TORINO;ITALY;0;0;0
LIML;LIN;LINATE;MILAN;ITALY;45.44527778;9.276944444;107.5944
LIMM;N/A;;MILAN;ITALY;0;0;0
LIMN;N/A;CAMERI;CAMERI;ITALY;45.52944444;8.669166667;178.6128
LIMO;N/A;;MONTE BISBINO;ITALY;0;0;0
LIMP;PMF;PARMA;PARMA;ITALY;44.82444444;10.29611111;49.6824
LIMQ;N/A;;GOVONE;ITALY;0;0;0
LIMR;N/A;;NOVI LIGURE;ITALY;0;0;0
LIMS;QPZ;PIACENZA;PIACENZA;ITALY;44.91305556;9.723333333;138.684
LIMT;N/A;;PASSO DELLA CISA;ITALY;0;0;0
LIMU;N/A;;CAPO MELE;ITALY;0;0;0
LIMV;N/A;;PASSO DEI GIOVI;ITALY;0;0;0
LIMW;N/A;AOSTA;AOSTA;ITALY;45.73833333;7.367777778;546.2016
LIMY;N/A;;MONTE MALANOTTE;ITALY;0;0;0
LIMZ;CUF;LEVALDIGI;LEVALDIGI;ITALY;44.54638889;7.622222222;386.1816
LIOW;N/A;;SARZANA;ITALY;0;0;0
LIPA;AVB;AVIANO AB;AVIANO;ITALY;46.03166667;12.59638889;125.8824
LIPB;BZO;BOLZANO;BOLZANO;ITALY;46.46055556;11.32611111;238.9632
LIPC;N/A;CERVIA;CERVIA;ITALY;44.22361111;12.30611111;5.7912
LIPD;N/A;;UDINE;ITALY;0;0;0
LIPE;BLQ;BOLOGNA;BOLOGNA;ITALY;44.53416667;11.29027778;37.1856
LIPF;N/A;;FERRARA;ITALY;0;0;0
LIPG;N/A;;GORIZIA;ITALY;0;0;0
LIPH;TSF;TREVISO;TREVISO;ITALY;45.64861111;12.19527778;17.9832
LIPI;N/A;RIVOLTO;RIVOLTO;ITALY;45.98055556;13.05444444;56.0832
LIPJ;N/A;;BASSANO DEL GRAPPA;ITALY;0;0;0
LIPK;FRL;FORLI;FORLI;ITALY;44.19472222;12.07;29.5656
LIPL;N/A;GHEDI;GHEDI;ITALY;45.43194444;10.2675;101.1936
LIPM;N/A;;MODENA;ITALY;0;0;0
LIPN;N/A;VERONA BOSCOMANTICO;VERONA;ITALY;45.47194444;10.92777778;87.1728
LIPO;VBS;MONTICHIARI;MONTICHIARI;ITALY;45.42888889;10.33055556;108.5088
LIPP;N/A;;PADOVA ACC;ITALY;0;0;0
LIPQ;TRS;RONCHI DEI LEGIONARI;RONCHI DE LEGIONARI;ITALY;45.82777778;13.46638889;11.2776
LIPR;RMI;RIMINI;RIMINI;ITALY;44.02027778;12.61194444;12.4968
LIPS;N/A;ISTRANA;TREVISO;ITALY;45.68444444;12.08611111;42.0624
LIPT;VIC;VICENZA;VICENZA;ITALY;45.57416667;11.53055556;39.0144
LIPU;QPA;PADOVA;PADOVA;ITALY;45.39555556;11.84777778;13.4112
LIPV;N/A;;VENICE;ITALY;0;0;0
LIPW;N/A;;MONTEVENDA;ITALY;0;0;0
LIPX;VRN;VILLAFRANCA;VILLAFRANCA;ITALY;45.39555556;10.88833333;72.8472
LIPZ;VCE;VENEZIA TESSERA;VENICE;ITALY;45.505;12.35166667;2.1336
LIQB;N/A;;AREZZO;ITALY;0;0;0
LIQC;N/A;;CAPRI;ITALY;0;0;0
LIQD;N/A;;PASSO DELLA PORRETTA;ITALY;0;0;0
LIQI;N/A;;GRAN SASSO;ITALY;0;0;0
LIQJ;N/A;;CIVITAVECCHIA;ITALY;0;0;0
LIQK;N/A;;CAPO PALINURO;ITALY;0;0;0
LIQL;N/A;;LUCCA;ITALY;0;0;0
LIQM;N/A;;RIFREDO MUGELLO;ITALY;0;0;0
LIQN;N/A;;RIETI;ITALY;0;0;0
LIQO;N/A;;MONTE ARGENTARIO;ITALY;0;0;0
LIQP;N/A;;PALMARIA;ITALY;0;0;0
LIQR;N/A;;RADICOFANI;ITALY;0;0;0
LIQS;SAY;AMPUGNANO;SIENA;ITALY;43.25722222;11.25416667;194.1576
LIQT;N/A;;CIRCEO;ITALY;0;0;0
LIQV;N/A;;VOLTERRA;ITALY;0;0;0
LIQZ;N/A;;PONZA;ITALY;0;0;0
LIRA;CIA;CIAMPINO;ROME;ITALY;41.79916667;12.59472222;130.1496
LIRB;N/A;;VIGNA DI VALLE;ITALY;0;0;0
LIRC;N/A;;CENTROCELLE;ITALY;0;0;0
LIRE;N/A;PRATICA DI MARE;PRATICA DI MARE;ITALY;41.65361111;12.44444444;12.4968
LIRF;FCO;FIUMICINO;ROME;ITALY;41.81277778;12.25305556;3.9624
LIRG;N/A;GUIDONIA;GUIDONIA;ITALY;41.99027778;12.74083333;88.0872
LIRH;N/A;;FROSINONE;ITALY;0;0;0
LIRI;N/A;PONTECAGNANO;SALERNO;ITALY;40.62027778;14.91111111;36.2712
LIRJ;EBA;MARINA DI CAMPO;MARINA DI CAMPO;ITALY;42.76027778;10.23944444;9.4488
LIRK;N/A;;MONTE TERMINILLO;ITALY;0;0;0
LIRL;QLT;LATINA;LATINA;ITALY;41.54222222;12.90888889;28.3464
LIRM;N/A;GRAZZANISE;GRAZZANISE;ITALY;41.06083333;14.08194444;8.8392
LIRN;NAP;CAPODICHINO;NAPLES;ITALY;40.88583333;14.29055556;90.8304
LIRP;PSA;PISA;PISA;ITALY;43.68388889;10.3925;2.1336
LIRQ;FLR;PERETOLA;FIRENZE;ITALY;43.80972222;11.205;43.8912
LIRS;GRS;GROSSETO;GROSSETO;ITALY;42.76083333;11.07222222;4.572
LIRT;N/A;;TREVICO;ITALY;0;0;0
LIRU;N/A;URBE;ROME;ITALY;41.95194444;12.49888889;17.0688
LIRV;N/A;VITERBO;VITERBO;ITALY;42.43027778;12.06416667;302.9712
LIRZ;PEG;PERUGIA;PERUGIA;ITALY;43.09583333;12.51305556;211.2264
LIVB;N/A;;PASSO DEL BRENNERO;ITALY;0;0;0
LIVC;N/A;;MONTE CIMONE;ITALY;0;0;0
LIVD;N/A;;DOBBIACO;ITALY;0;0;0
LIVE;N/A;;PASSO RESIA;ITALY;0;0;0
LIVF;N/A;;FRONTONE;ITALY;0;0;0
LIVG;N/A;;MONTE GRAPPA;ITALY;0;0;0
LIVM;N/A;;MARINO DI RAVENNA;ITALY;0;0;0
LIVO;N/A;;TARVISIO;ITALY;0;0;0
LIVP;N/A;;PAGANELLA;ITALY;0;0;0
LIVR;N/A;;PASSO ROLLE;ITALY;0;0;0
LIVT;TRS;;TRIEST;ITALY;0;0;0
LIVV;N/A;;MONTE VENDA;ITALY;0;0;0
LIYW;N/A;;AVIANO;ITALY;0;0;0
LJAJ;N/A;;AJDODOVSCINA;SLOVENIA;0;0;0
LJBL;N/A;;LESCE;SLOVENIA;0;0;0
LJBO;N/A;;BOVEC;SLOVENIA;0;0;0
LJCE;N/A;CERKLJE;CERKLJE;SLOVENIA;45.89972222;15.53;155.448
LJCL;N/A;;CELJE;SLOVENIA;0;0;0
LJLA;N/A;;LJUBLIANA FIR;SLOVENIA;0;0;0
LJLJ;LJU;LJUBLJANA;LJUBLIANA;SLOVENIA;46.22361111;14.4575;388.0104
LJMB;MBX;MARIBOR;MARIBOR;SLOVENIA;46.47972222;15.68611111;267.0048
LJMS;N/A;;MURSKA;SLOVENIA;0;0;0
LJNM;N/A;;NOVO MESTRO;SLOVENIA;0;0;0
LJPO;N/A;;POSTOIJNA;SLOVENIA;0;0;0
LJPT;N/A;;PTUJ;SLOVENIA;0;0;0
LJPZ;POW;PORTOROZ;PORTOROZ;SLOVENIA;45.47333333;13.61472222;2.1336
LJSG;N/A;SLOVENJ GRADEC;SLOVENJ GRADEC;SLOVENIA;46.47194444;15.11694444;501.396
LJVE;N/A;;VELENJE;SLOVENIA;0;0;0
LKBA;N/A;;BRECLAV;CZECH REPUBLIC;0;0;0
LKBC;N/A;;BECHYNE;CZECH REPUBLIC;0;0;0
LKBE;N/A;;BENESOV;CZECH REPUBLIC;0;0;0
LKBL;N/A;;BLATNA;CZECH REPUBLIC;0;0;0
LKBR;N/A;;BROUMOV;CZECH REPUBLIC;0;0;0
LKBU;N/A;;BEROUN;CZECH REPUBLIC;0;0;0
LKCB;N/A;;CHEB;CZECH REPUBLIC;0;0;0
LKCE;N/A;;CESKA LIPA;CZECH REPUBLIC;0;0;0
LKCH;N/A;;CHOMUTOV;CZECH REPUBLIC;0;0;0
LKCL;N/A;;BRNO;CZECH REPUBLIC;0;0;0
LKCM;N/A;;BRNO;CZECH REPUBLIC;0;0;0
LKCO;N/A;;CHOCEN;CZECH REPUBLIC;0;0;0
LKCR;N/A;;CHRUDIM;CZECH REPUBLIC;0;0;0
LKCS;N/A;CESKE BUDEJOVICE;CESKE BUDEJOVICE;CZECH REPUBLIC;48.94611111;14.42722222;431.9016
LKCT;N/A;CHOTEBOR;CHOTEBOR;CZECH REPUBLIC;49.68444444;15.67611111;593.7504
LKCV;N/A;CASLAV;CASLAV;CZECH REPUBLIC;49.93944444;15.38166667;242.0112
LKDK;N/A;;DVUR KRALOVE;CZECH REPUBLIC;0;0;0
LKFR;N/A;;FRYDLANT;CZECH REPUBLIC;0;0;0
LKHB;N/A;;HAVLICKUV BROD;CZECH REPUBLIC;0;0;0
LKHC;N/A;;HORICE;CZECH REPUBLIC;0;0;0
LKHD;N/A;;HODKOVICE;CZECH REPUBLIC;0;0;0
LKHK;N/A;HRADEC KRALOVE;HRADEC KRALOVE;CZECH REPUBLIC;50.25305556;15.845;241.0968
LKHN;N/A;;HRANICE;CZECH REPUBLIC;0;0;0
LKHO;N/A;;HOLESOV;CZECH REPUBLIC;0;0;0
LKHR;N/A;;HRADCANY;CZECH REPUBLIC;0;0;0
LKHS;N/A;;CESKE BUDEJOVICE;CZECH REPUBLIC;0;0;0
LKHV;N/A;;HOROVICE;CZECH REPUBLIC;0;0;0
LKJA;N/A;;JAROMER;CZECH REPUBLIC;0;0;0
LKJC;N/A;;JICIN;CZECH REPUBLIC;0;0;0
LKJH;N/A;;JINDRICHUV HRADEC;CZECH REPUBLIC;0;0;0
LKJI;N/A;;JIHLAVA;CZECH REPUBLIC;0;0;0
LKKA;N/A;;KRIZANOV;CZECH REPUBLIC;0;0;0
LKKB;N/A;KBELY;PRAHA;CZECH REPUBLIC;50.12111111;14.54361111;286.2072
LKKL;N/A;;KLADNO;CZECH REPUBLIC;0;0;0
LKKM;N/A;;KROMERIZ;CZECH REPUBLIC;0;0;0
LKKO;N/A;;KOLIN;CZECH REPUBLIC;0;0;0
LKKR;N/A;;KRNOV;CZECH REPUBLIC;0;0;0
LKKT;N/A;;KLATOVY;CZECH REPUBLIC;0;0;0
LKKU;N/A;KUNOVICE;KUNOVICE;CZECH REPUBLIC;49.02944444;17.43972222;177.0888
LKKV;KLV;KARLOVY VARY;KARLOVY VARY;CZECH REPUBLIC;50.20277778;12.91472222;606.2472
LKKY;N/A;;KYJOV;CZECH REPUBLIC;0;0;0
LKLB;N/A;;LIBEREC;CZECH REPUBLIC;0;0;0
